Prix,Titre,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,Équipements
260000.0,Kia K5 Hybride Automatique 2021 à Oujda,2021,Automatique,Hybride,175000.0,Kia,K5,5,WW au Maroc,Non,11 CV,Bon,"Airbags, Jantes aluminium, Sièges cuir, Système de navigation/GPS"
97500.0,fiat 500 très propre,2018,Automatique,Essence,115000.0,Fiat,500,3,WW au Maroc,Non,7 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Verrouillage centralisé à distance, Vitres électriques"
195000.0,Opel Crossland élégance Diesel  2023 11000km,2023,Manuelle,Diesel,12500.0,Opel,Crossland,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
143000.0,Dacia  Sandero  stepway diesel,2021,Manuelle,Diesel,105000.0,Dacia,Sandero,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
238000.0,Touran 2019 dédouané 03/2025,2019,Automatique,Diesel,135000.0,Volkswagen,Touran,5,Dédouanée,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
180000.0,NISSAN QASHQAI DIESEL,2016,Manuelle,Diesel,125000.0,Nissan,Qashqai,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, Jantes aluminium, Limiteur de vitesse, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
112000.0,Dacia Logan l3amra à Casablanca,2019,Manuelle,Diesel,72500.0,Dacia,Logan,5,WW au Maroc,Oui,6 CV,Très bon,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
129000.0,kangoo a vendre,2018,Manuelle,Diesel,125000.0,Renault,Kangoo,5,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Ordinateur de bord, Radar de recul, Verrouillage centralisé à distance, Vitres électriques"
115000.0,Opel Adam particulier 1 er main,2020,Manuelle,Essence,27500.0,Opel,Adam,3,WW au Maroc,Oui,6 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Radar de recul, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Verrouillage centralisé à distance, Vitres électriques"
185000.0,jetta 2018,2018,Automatique,Diesel,165000.0,Volkswagen,Jetta,5,WW au Maroc,Oui,8 CV,Excellent,"ABS, Airbags, CD/MP3/Bluetooth, Caméra de recul, Climatisation, ESP, Jantes aluminium, Limiteur de vitesse, Ordinateur de bord, Régulateur de vitesse, Sièges cuir, Système de navigation/GPS, Toit ouvrant, Verrouillage centralisé à distance, Vitres électriques"
